1443370999 0 5 0 0 0 0
1443463335 8 5 0 0 0 0
1443622635 8 10 0 0 0 0
1443622724 8 10 0 0 0 0
1443887697 8 2092 0 0 0 0
1444147425 8 2092 0 0 0 0
1444147539 25 2092 0 0 0 0
1444148535 96 2092 0 0 0 0
1444399904 96 2095 0 0 0 0
1444747558 108 2095 0 0 0 0
1444750731 109 2095 0 0 0 0
1444925484 109 2095 0 0 0 3
1445894065 109 2100 0 0 0 3
1445950573 122 2100 0 0 0 3
1445950580 122 2100 0 0 0 3
1445957628 262 2100 0 0 0 3
1445957654 264 2100 0 0 0 3
1445957961 290 2100 0 0 0 3
1446217061 290 2100 10 0 0 3
1446825855 290 2109 10 0 0 3
1446827005 290 2398 10 0 0 3
1446827794 290 2398 10 0 0 3
1447067350 294 2398 10 0 0 3
1447149436 294 2398 10 0 0 3
1447149686 294 2412 10 0 0 3
1447149809 294 2413 10 0 0 3
1447175958 583 2413 10 0 0 3
1447176129 583 2413 10 0 0 3
1447176230 583 2413 10 0 0 3
1447176377 624 2413 10 0 0 3
1447176514 625 2413 10 0 0 3
1447266711 765 2413 10 0 0 3
1447267767 781 2413 10 0 0 3
1447269876 794 2413 10 0 0 3
1447269930 826 2413 10 0 0 3
1447319965 827 2413 10 0 0 3
1447320028 850 2413 10 0 0 3
1447320232 858 2413 10 0 0 3
1447350591 873 2413 10 0 0 3
1447350777 877 2413 10 0 0 3
1447351288 877 2413 10 0 0 3
1447428794 877 2413 10 0 9 3
1447431882 1039 2413 10 0 9 3
1447432675 1060 2413 10 0 9 3
1447433603 1063 2413 10 0 9 3
1447435465 1099 2413 10 0 9 3
1447435896 1105 2413 10 0 9 3
1448038297 1105 2595 10 0 9 3
1448039260 1105 3418 10 0 9 3
1448118210 1105 3534 10 0 9 3
1448121378 1108 3534 10 0 9 3
1448121621 1108 3534 10 0 9 3
1448381024 1109 3534 10 0 9 3
1448381254 1109 3534 10 0 9 3
1448383172 1141 3534 10 0 9 3
1448384778 1141 3534 10 0 9 3
1448385426 1141 3534 10 0 9 3
1448385466 1141 3534 10 0 9 3
1448524640 1141 3534 10 0 9 3
1448549775 1141 3534 10 5 9 3
1448560921 1148 3534 10 5 9 3
1448883901 1166 3534 10 5 9 3
1448886601 1359 3534 10 5 9 3
1448906996 1361 3534 10 5 9 3
1448919208 1417 3534 10 5 9 3
1449088832 1449 3534 10 5 9 3
1449090382 1486 3534 10 5 9 3
1449090472 1487 3534 10 5 9 3
1449090661 1489 3534 10 5 9 3
1449090837 1490 3534 10 5 9 3
1449503903 1490 3534 10 5 9 3
1449504279 1490 3534 10 5 9 3
1449508171 1490 3534 10 5 9 3
1449846032 1490 3534 28 5 9 3
1449847022 1514 3534 28 5 9 3
1449848461 1799 3534 28 5 9 3
1450017056 1879 3534 28 5 9 3
1450017100 1959 3534 28 5 9 3
1450017339 1959 3534 28 5 9 3
1450018119 2012 3534 28 5 9 3
1450019062 2022 3534 28 5 9 3
1450019081 2028 3534 28 5 9 3
1453649062 3474 3534 28 5 9 3
1453649491 3474 3534 28 5 9 3
1453649716 3474 3534 28 5 9 3
1453650118 4021 3534 28 5 9 3
1453650148 4025 3534 28 5 9 3
1453650321 4337 3534 28 5 9 3
1453652018 4352 3534 28 5 9 3
1453652373 4354 3534 28 5 9 3
1453804386 4378 3534 28 5 9 3
1453804465 4399 3534 28 5 9 3
1453806707 4401 3534 28 5 9 3
1453806865 4471 3534 28 5 9 3
1453807239 4472 3534 28 5 9 3
1453975285 4504 3534 28 5 9 3
1453975355 4548 3534 28 5 9 3
1454011431 4548 3570 28 5 9 3
1454054488 4548 3570 28 5 9 3
1454055243 4552 3570 28 5 9 3
1454057625 4555 3570 28 5 9 3
1454070526 4555 3570 34 5 9 3
1454253008 4558 3570 34 5 9 3
1454254536 4560 3570 34 5 9 3
1454408180 4569 3570 34 5 9 3
1454408841 4577 3570 34 5 9 3
1454409013 4577 3570 34 5 9 3
1454620662 4588 3570 34 5 9 3
1455186644 4747 3570 34 5 9 3
1455186675 4901 3570 34 5 9 3
1455204210 4955 3570 34 5 9 3
1455207263 5017 3570 34 5 9 3
1455209267 5025 3570 34 5 9 3
1457624477 5049 3570 34 5 9 3
1457700730 5049 3570 41 5 9 3
1458495184 5087 3570 41 5 9 3
1458496581 5096 3570 41 5 9 3
1458498109 5197 3570 41 5 9 3
1458499966 5779 3570 41 5 9 3
1458500696 5786 3570 41 5 9 3
1458819005 5798 3570 41 5 9 3
1458911148 5798 3570 47 5 9 3
1458924308 5799 3570 47 5 9 3
1458987973 5799 3571 47 5 9 3
1459417913 5801 3571 47 5 9 3
1459418429 5802 3571 47 5 9 3
1459418562 6717 3571 47 5 9 3
1459418719 7634 3571 47 5 9 3
1459418993 7634 3571 47 5 9 3
1459419147 7634 3571 47 5 9 3
1459439207 7752 3571 47 5 9 3
1459443014 7792 3571 47 5 9 3
1459449213 7799 3571 47 5 9 3
