1443370999 0 1 0 0 0 0
1443463335 1 1 0 0 0 0
1443622635 1 2 0 0 0 0
1443622724 1 3 0 0 0 0
1443887697 1 4 0 0 0 0
1444147425 2 4 0 0 0 0
1444147539 3 4 0 0 0 0
1444148535 4 4 0 0 0 0
1444399904 4 5 0 0 0 0
1444747558 5 5 0 0 0 0
1444750731 6 5 0 0 0 0
1444925484 6 5 0 0 0 1
1445894065 6 6 0 0 0 1
1445950573 7 6 0 0 0 1
1445950580 8 6 0 0 0 1
1445957628 9 6 0 0 0 1
1445957654 10 6 0 0 0 1
1445957961 11 6 0 0 0 1
1446217061 11 6 1 0 0 1
1446825855 11 7 1 0 0 1
1446827005 11 8 1 0 0 1
1446827794 11 9 1 0 0 1
1447067350 12 9 1 0 0 1
1447149436 12 10 1 0 0 1
1447149686 12 11 1 0 0 1
1447149809 12 12 1 0 0 1
1447175958 13 12 1 0 0 1
1447176129 14 12 1 0 0 1
1447176230 15 12 1 0 0 1
1447176377 16 12 1 0 0 1
1447176514 17 12 1 0 0 1
1447266711 18 12 1 0 0 1
1447267767 19 12 1 0 0 1
1447269876 20 12 1 0 0 1
1447269930 21 12 1 0 0 1
1447319965 22 12 1 0 0 1
1447320028 23 12 1 0 0 1
1447320232 24 12 1 0 0 1
1447350591 25 12 1 0 0 1
1447350777 26 12 1 0 0 1
1447351288 27 12 1 0 0 1
1447428794 27 12 1 0 1 1
1447431882 28 12 1 0 1 1
1447432675 29 12 1 0 1 1
1447433603 30 12 1 0 1 1
1447435465 31 12 1 0 1 1
1447435896 32 12 1 0 1 1
1448038297 32 13 1 0 1 1
1448039260 32 14 1 0 1 1
1448118210 32 15 1 0 1 1
1448121378 33 15 1 0 1 1
1448121621 34 15 1 0 1 1
1448381024 35 15 1 0 1 1
1448381254 36 15 1 0 1 1
1448383172 37 15 1 0 1 1
1448384778 38 15 1 0 1 1
1448385426 39 15 1 0 1 1
1448385466 40 15 1 0 1 1
1448524640 41 15 1 0 1 1
1448549775 41 15 1 1 1 1
1448560921 42 15 1 1 1 1
1448883901 43 15 1 1 1 1
1448886601 44 15 1 1 1 1
1448906996 45 15 1 1 1 1
1448919208 46 15 1 1 1 1
1449088832 47 15 1 1 1 1
1449090382 48 15 1 1 1 1
1449090472 49 15 1 1 1 1
1449090661 50 15 1 1 1 1
1449090837 51 15 1 1 1 1
1449503903 52 15 1 1 1 1
1449504279 53 15 1 1 1 1
1449508171 54 15 1 1 1 1
1449846032 54 15 2 1 1 1
1449847022 55 15 2 1 1 1
1449848461 56 15 2 1 1 1
1450017056 57 15 2 1 1 1
1450017100 58 15 2 1 1 1
1450017339 59 15 2 1 1 1
1450018119 60 15 2 1 1 1
1450019062 61 15 2 1 1 1
1450019081 62 15 2 1 1 1
1453649062 63 15 2 1 1 1
1453649491 64 15 2 1 1 1
1453649716 65 15 2 1 1 1
1453650118 66 15 2 1 1 1
1453650148 67 15 2 1 1 1
1453650321 68 15 2 1 1 1
1453652018 69 15 2 1 1 1
1453652373 70 15 2 1 1 1
1453804386 71 15 2 1 1 1
1453804465 72 15 2 1 1 1
1453806707 73 15 2 1 1 1
1453806865 74 15 2 1 1 1
1453807239 75 15 2 1 1 1
1453975285 76 15 2 1 1 1
1453975355 77 15 2 1 1 1
1454011431 77 16 2 1 1 1
1454054488 78 16 2 1 1 1
1454055243 79 16 2 1 1 1
1454057625 80 16 2 1 1 1
1454070526 80 16 3 1 1 1
1454253008 81 16 3 1 1 1
1454254536 82 16 3 1 1 1
1454408180 83 16 3 1 1 1
1454408841 84 16 3 1 1 1
1454409013 85 16 3 1 1 1
1454620662 86 16 3 1 1 1
1455186644 87 16 3 1 1 1
1455186675 88 16 3 1 1 1
1455204210 89 16 3 1 1 1
1455207263 90 16 3 1 1 1
1455209267 91 16 3 1 1 1
1457624477 92 16 3 1 1 1
1457700730 92 16 4 1 1 1
1458495184 93 16 4 1 1 1
1458496581 94 16 4 1 1 1
1458498109 95 16 4 1 1 1
1458499966 96 16 4 1 1 1
1458500696 97 16 4 1 1 1
1458819005 98 16 4 1 1 1
1458911148 98 16 5 1 1 1
1458924308 99 16 5 1 1 1
1458987973 99 17 5 1 1 1
1459417913 100 17 5 1 1 1
1459418429 101 17 5 1 1 1
1459418562 102 17 5 1 1 1
1459418719 103 17 5 1 1 1
1459418993 104 17 5 1 1 1
1459419147 105 17 5 1 1 1
1459439207 106 17 5 1 1 1
1459443014 107 17 5 1 1 1
1459449213 108 17 5 1 1 1
1459449370 109 17 5 1 1 1
1459512062 109 17 5 2 1 1
1459609105 109 18 5 2 1 1
1460300131 110 18 5 2 1 1
1460300225 111 18 5 2 1 1
1460617577 112 18 5 2 1 1
1460628385 113 18 5 2 1 1
1460629682 114 18 5 2 1 1
1460629820 115 18 5 2 1 1
1460638925 116 18 5 2 1 1
1460722297 116 18 5 3 1 1
1462117731 117 18 5 3 1 1
1462118567 118 18 5 3 1 1
1462119142 119 18 5 3 1 1
1462975930 120 18 5 3 1 1
1462981431 121 18 5 3 1 1
1463068170 122 18 5 3 1 1
1463068206 123 18 5 3 1 1
1463068308 124 18 5 3 1 1
1463068757 125 18 5 3 1 1
1463125762 126 18 5 3 1 1
1463125872 127 18 5 3 1 1
1463142407 127 18 6 3 1 1
1463679771 128 18 6 3 1 1
1463679824 129 18 6 3 1 1
1463755322 130 18 6 3 1 1
1463756416 131 18 6 3 1 1
1463756529 132 18 6 3 1 1
1463757039 133 18 6 3 1 1
1463762006 134 18 6 3 1 1
1463762646 135 18 6 3 1 1
1463762918 136 18 6 3 1 1
1463763880 137 18 6 3 1 1
